time_utc,max_ground_distance_km,min_command_distance_km
2026-03-21T07:40:13Z,675.115270949317,1405.01208739616
2026-03-21T07:40:14Z,682.138084868384,1411.81449783837
2026-03-21T07:40:15Z,689.161209616211,1418.61894807127
2026-03-21T07:40:16Z,696.18463262051,1425.42540725391
2026-03-21T07:40:17Z,703.208341778454,1432.23384502688
2026-03-21T07:40:18Z,710.232325496736,1439.04423169208
2026-03-21T07:40:19Z,717.256572589989,1445.85653796915
2026-03-21T07:40:20Z,724.281074579697,1452.67074167262
2026-03-21T07:40:21Z,731.305816700656,1459.48680180568
2026-03-21T07:40:22Z,738.330791227607,1466.30469712952
2026-03-21T07:40:23Z,745.355988628856,1473.12440058408
2026-03-21T07:40:24Z,752.381399695225,1479.94588550708
2026-03-21T07:40:25Z,759.407015576958,1486.76912577481
2026-03-21T07:40:26Z,766.432827755063,1493.59409575308
2026-03-21T07:40:27Z,773.458830278422,1500.42077647207
2026-03-21T07:40:28Z,780.48501064235,1507.24913055927
2026-03-21T07:40:29Z,787.511363505495,1514.07914006544
2026-03-21T07:40:30Z,794.537881464439,1520.91078102728
2026-03-21T07:40:31Z,801.564557421652,1527.74403003332
2026-03-21T07:40:32Z,808.591384492071,1534.57886399182
2026-03-21T07:40:33Z,815.618356061332,1541.41526030701
2026-03-21T07:40:34Z,822.645465692731,1548.25319664909
2026-03-21T07:40:35Z,829.672709569493,1555.09265736831
2026-03-21T07:40:36Z,836.700077004372,1561.93360862769
2026-03-21T07:40:37Z,843.727564537874,1568.77603543221
2026-03-21T07:40:38Z,850.755166595761,1575.61991707786
2026-03-21T07:40:39Z,857.782877751616,1582.46523312429
2026-03-21T07:40:40Z,864.810692789835,1589.31196356918
2026-03-21T07:40:41Z,871.838606613733,1596.16008862358
2026-03-21T07:40:42Z,878.866616740142,1603.00959501317
2026-03-21T07:40:43Z,885.89471361984,1609.86045155488
2026-03-21T07:40:44Z,892.92289502517,1616.71264552712
2026-03-21T07:40:45Z,899.951156519058,1623.56615855821
2026-03-21T07:40:46Z,906.979493766545,1630.42097249334
2026-03-21T07:40:47Z,914.00790258685,1637.27706953139
2026-03-21T07:40:48Z,921.036378934096,1644.13443218271
2026-03-21T07:40:49Z,928.064918841767,1650.9930431394
2026-03-21T07:40:50Z,935.09352097625,1657.85289147169
2026-03-21T07:40:51Z,942.122176694803,1664.71394850775
2026-03-21T07:40:52Z,949.150884867164,1671.57620384437
2026-03-21T07:40:53Z,956.17964201024,1678.43964135729
2026-03-21T07:40:54Z,963.208444720763,1685.30424513002
2026-03-21T07:40:55Z,970.237289730177,1692.16999958857
2026-03-21T07:40:56Z,977.266173805781,1699.0368892696
2026-03-21T07:40:57Z,984.295096372886,1705.90490498496
2026-03-21T07:40:58Z,991.324049425597,1712.77402010082
2026-03-21T07:40:59Z,998.353032498276,1719.64422577993
2026-03-21T07:41:00Z,1005.38204276322,1726.51550765012
2026-03-21T07:41:01Z,1012.4110774348,1733.3878514795
2026-03-21T07:41:02Z,1019.44013384097,1740.26124334436
2026-03-21T07:41:03Z,1026.46920932401,1747.1356694017
2026-03-21T07:41:04Z,1033.49830389786,1754.01112195592
2026-03-21T07:41:05Z,1040.52741002735,1760.88757611823
2026-03-21T07:41:06Z,1047.55652779788,1767.76502448482
2026-03-21T07:41:07Z,1054.58565488264,1774.64345418026
2026-03-21T07:41:08Z,1061.61478897973,1781.52285244216
2026-03-21T07:41:09Z,1068.64392788502,1788.40320678694
2026-03-21T07:41:10Z,1075.67306939254,1795.28450478658
2026-03-21T07:41:11Z,1082.70221142054,1802.16673435186
2026-03-21T07:41:12Z,1089.73135448584,1809.04988920367
2026-03-21T07:41:13Z,1096.76049142455,1815.93394611469
2026-03-21T07:41:14Z,1103.78962286119,1822.81889919209
2026-03-21T07:41:15Z,1110.81874689985,1829.70473700976
2026-03-21T07:41:16Z,1117.84786166986,1836.59144826194
2026-03-21T07:41:17Z,1124.87696537756,1843.47902187666
2026-03-21T07:41:18Z,1131.90605624458,1850.3674468797
2026-03-21T07:41:19Z,1138.93513514937,1857.25671810031
2026-03-21T07:41:20Z,1145.96419524924,1864.14681375284
2026-03-21T07:41:21Z,1152.99323746585,1871.03772890956
2026-03-21T07:41:22Z,1160.02226022575,1877.92945330619
2026-03-21T07:41:23Z,1167.05126195573,1884.82197674608
2026-03-21T07:41:24Z,1174.08024115098,1891.71528924535
2026-03-21T07:41:25Z,1181.10919631233,1898.60938089919
2026-03-21T07:41:26Z,1188.13812601459,1905.50424202637
2026-03-21T07:41:27Z,1195.16703143166,1912.39986847128
2026-03-21T07:41:28Z,1202.19590596394,1919.29623980137
2026-03-21T07:41:29Z,1209.22475088666,1926.19335222519
2026-03-21T07:41:30Z,1216.25356486765,1933.09119652359
2026-03-21T07:41:31Z,1223.28234663641,1939.98976367201
2026-03-21T07:41:32Z,1230.31109492107,1946.88904470901
2026-03-21T07:41:33Z,1237.33980850199,1953.789030847
2026-03-21T07:41:34Z,1244.3684888349,1960.68971886047
2026-03-21T07:41:35Z,1251.39712944054,1967.5910892694
2026-03-21T07:41:36Z,1258.42573183352,1974.49313911539
2026-03-21T07:41:37Z,1265.45429487866,1981.39586004337
2026-03-21T07:41:38Z,1272.48281748936,1988.29924386117
2026-03-21T07:41:39Z,1279.51129860349,1995.20328248963
2026-03-21T07:41:40Z,1286.53973715925,2002.10796791319
