time_utc,max_ground_distance_km,min_command_distance_km
2026-03-21T07:41:24Z,539.993394,1285.60351
2026-03-21T07:41:25Z,547.03303,1292.30266
2026-03-21T07:41:26Z,554.072655,1299.00508
2026-03-21T07:41:27Z,561.112268,1305.71074
2026-03-21T07:41:28Z,568.151861,1312.41958
2026-03-21T07:41:29Z,575.191433,1319.13153
2026-03-21T07:41:30Z,582.230981,1325.84657
2026-03-21T07:41:31Z,589.270502,1332.56463
2026-03-21T07:41:32Z,596.309992,1339.28567
2026-03-21T07:41:33Z,603.349449,1346.00965
2026-03-21T07:41:34Z,610.388873,1352.73652
2026-03-21T07:41:35Z,617.428257,1359.46623
2026-03-21T07:41:36Z,624.467599,1366.19874
2026-03-21T07:41:37Z,631.506899,1372.934
2026-03-21T07:41:38Z,638.546154,1379.67197
2026-03-21T07:41:39Z,645.585361,1386.41262
2026-03-21T07:41:40Z,652.624519,1393.1559
